;age;job;marital;education;default;balance;housing;loan;contact;day;month;duration;campaign;pdays;previous;poutcome;target;post_campaign_action
2489;55;retired;married;primary;no;-966.0;no;yes;cellular;14;may;104;1;-1;0;unknown;no;0
2490;34;admin.;married;secondary;no;96.0;no;no;cellular;29;aug;109;2;-1;0;unknown;no;0
2491;58;retired;married;primary;no;4007.0;no;no;cellular;30;nov;598;4;-1;0;unknown;no;1
2492;50;management;single;tertiary;no;567.0;yes;no;unknown;16;may;274;8;-1;0;unknown;no;0
2493;31;technician;single;secondary;no;40.0;no;no;cellular;7;aug;123;2;-1;0;unknown;no;0
2494;47;admin.;divorced;secondary;no;136.0;no;yes;cellular;23;jul;70;1;-1;0;unknown;no;0
2495;38;self-employed;single;tertiary;no;917.0;yes;no;unknown;23;may;260;1;-1;0;unknown;no;0
2496;46;management;single;tertiary;no;593.0;yes;no;cellular;29;jan;190;3;-1;0;unknown;no;0
2497;42;blue-collar;married;primary;no;505.0;yes;no;unknown;14;may;521;2;-1;0;unknown;no;0
2498;34;blue-collar;married;secondary;no;2542.0;yes;no;cellular;14;may;228;1;-1;0;unknown;no;1
2499;37;management;married;tertiary;no;5355.0;no;no;telephone;17;feb;466;4;-1;0;unknown;yes;0
2500;38;student;single;tertiary;no;807.0;no;no;cellular;27;feb;74;2;-1;0;unknown;no;1
2501;59;retired;married;;no;9976.0;yes;no;unknown;29;may;57;2;-1;0;unknown;no;0
2502;32;admin.;married;secondary;no;0.0;no;no;cellular;30;jan;119;3;-1;0;unknown;no;0
2503;55;management;married;tertiary;no;540.0;no;no;cellular;19;nov;124;2;-1;0;unknown;no;0
2504;35;blue-collar;married;secondary;no;280.0;yes;yes;cellular;31;jul;65;50;-1;0;unknown;no;0
2505;56;management;divorced;tertiary;no;-59.0;no;yes;cellular;28;jul;127;6;-1;0;unknown;no;0
2506;27;admin.;married;secondary;yes;-517.0;yes;no;cellular;14;jul;172;3;-1;0;unknown;no;0
2507;42;unemployed;single;secondary;no;2613.0;yes;no;cellular;30;jul;174;6;-1;0;unknown;no;0
2508;42;student;married;unknown;no;-7.0;no;no;telephone;31;jul;41;6;-1;0;unknown;no;1
2509;41;blue-collar;married;primary;no;0.0;yes;no;unknown;30;may;232;3;-1;0;unknown;no;1
2510;53;retired;divorced;secondary;yes;-200.0;no;yes;unknown;6;jun;161;1;-1;0;unknown;no;0
2511;67;retired;married;primary;no;2301.0;no;no;cellular;16;apr;124;1;-1;0;unknown;no;0
2512;53;housemaid;married;primary;no;104.0;no;yes;unknown;5;jun;701;1;-1;0;unknown;yes;0
2513;33;blue-collar;married;primary;no;191.0;yes;no;unknown;9;may;162;2;-1;0;unknown;no;0
2514;31;technician;single;unknown;no;694.0;yes;no;unknown;6;jun;431;2;-1;0;unknown;no;0
2515;31;admin.;married;secondary;no;212.0;yes;no;cellular;18;jul;191;3;-1;0;unknown;no;0
2516;30;management;married;tertiary;no;1882.0;yes;no;cellular;11;aug;249;5;-1;0;unknown;no;0
2517;48;blue-collar;married;unknown;no;131.0;yes;no;unknown;6;may;189;1;-1;0;unknown;no;0
2518;30;technician;single;secondary;no;175.0;no;no;unknown;25;aug;167;4;-1;0;unknown;no;1
2519;43;technician;single;tertiary;yes;0.0;no;no;cellular;29;aug;73;4;-1;0;unknown;no;0
2520;38;management;divorced;tertiary;no;4425.0;yes;no;unknown;30;may;162;1;-1;0;unknown;no;0
2521;46;unemployed;married;secondary;no;3533.0;yes;no;cellular;12;aug;235;2;-1;0;unknown;no;1
2522;59;blue-collar;divorced;secondary;no;3573.0;no;no;cellular;15;may;44;1;-1;0;unknown;no;1
2523;44;management;divorced;tertiary;no;476.0;yes;yes;unknown;26;may;127;2;-1;0;unknown;no;0
2524;35;blue-collar;married;secondary;no;1257.0;yes;no;cellular;20;apr;93;3;329;7;failure;no;1
2525;55;blue-collar;married;unknown;no;23.0;no;no;cellular;30;jan;143;1;2;3;other;no;0
2526;39;management;single;tertiary;no;0.0;yes;no;cellular;16;apr;81;2;-1;0;unknown;no;0
2527;36;services;single;secondary;no;398.0;yes;yes;unknown;17;jun;77;2;-1;0;unknown;no;1
2528;33;blue-collar;married;secondary;no;745.0;yes;no;unknown;23;may;115;4;-1;0;unknown;no;0
2529;48;unknown;single;tertiary;no;8106.0;no;no;unknown;17;nov;125;1;111;3;failure;no;0
2530;33;management;single;tertiary;no;0.0;no;no;cellular;19;aug;53;4;-1;0;unknown;no;1
2531;67;retired;married;unknown;no;696.0;no;no;telephone;4;may;77;2;-1;0;unknown;no;1
2532;48;unemployed;divorced;secondary;no;1266.0;yes;no;telephone;3;feb;45;1;-1;0;unknown;no;0
2533;57;management;married;tertiary;no;2416.0;no;no;cellular;11;aug;74;2;-1;0;unknown;no;1
2534;31;housemaid;married;primary;no;25.0;no;no;cellular;21;aug;169;5;-1;0;unknown;no;0
2535;30;student;single;tertiary;no;7513.0;no;no;cellular;11;aug;269;2;-1;0;unknown;no;0
2536;56;entrepreneur;divorced;primary;no;29.0;no;no;cellular;29;jan;52;2;227;1;failure;no;0
2537;26;blue-collar;married;primary;no;5116.0;yes;no;cellular;22;jul;246;3;-1;0;unknown;no;0
2538;44;management;married;secondary;no;-1746.0;yes;no;unknown;20;jun;218;1;-1;0;unknown;no;0
2539;44;technician;divorced;secondary;no;14.0;no;no;cellular;13;nov;167;1;92;1;success;yes;0
2540;31;management;married;tertiary;no;4148.0;yes;no;unknown;21;nov;316;3;99;9;other;yes;0
2541;47;self-employed;married;unknown;no;14.0;yes;no;cellular;15;may;142;1;-1;0;unknown;no;1
2542;30;admin.;single;secondary;no;105.0;yes;no;cellular;21;nov;75;1;-1;0;unknown;no;0
2543;37;management;married;tertiary;no;767.0;no;yes;cellular;2;feb;204;1;-1;0;unknown;no;0
2544;56;admin.;divorced;primary;no;0.0;no;yes;cellular;10;jul;542;1;-1;0;unknown;no;0
2545;43;;single;secondary;no;-228.0;yes;yes;unknown;16;may;122;2;-1;0;unknown;no;1
2546;42;services;married;secondary;no;508.0;yes;no;unknown;30;may;70;1;-1;0;unknown;no;0
2547;60;management;married;secondary;no;725.0;yes;no;cellular;8;jul;266;1;-1;0;unknown;no;0
2548;34;blue-collar;married;unknown;no;41.0;yes;no;cellular;6;may;34;9;-1;0;unknown;no;0
2549;34;management;single;tertiary;no;184.0;no;no;cellular;22;jul;203;4;-1;0;unknown;no;0
2550;41;management;married;tertiary;no;251.0;no;yes;unknown;6;jun;85;3;-1;0;unknown;no;0
2551;38;management;divorced;secondary;no;-17.0;no;no;cellular;21;nov;11;4;-1;0;unknown;no;1
2552;23;services;married;secondary;no;-19.0;yes;no;unknown;20;jun;13;10;-1;0;unknown;no;0
2553;33;management;married;tertiary;no;1064.0;yes;no;cellular;13;may;562;1;-1;0;unknown;yes;0
2554;36;blue-collar;married;secondary;no;777.0;yes;no;cellular;6;may;185;3;-1;0;unknown;no;0
2555;49;unemployed;married;tertiary;no;377.0;no;no;cellular;22;may;158;1;59;2;failure;no;1
2556;34;admin.;divorced;secondary;no;479.0;yes;no;cellular;12;may;515;1;350;5;failure;yes;1
2557;40;technician;divorced;secondary;no;-375.0;yes;no;cellular;13;may;60;5;-1;0;unknown;no;0
2558;72;retired;married;primary;no;796.0;no;no;cellular;24;apr;173;2;-1;0;unknown;no;0
2559;43;technician;married;secondary;no;17.0;yes;no;unknown;16;may;353;4;-1;0;unknown;no;0
2560;44;blue-collar;married;secondary;no;1071.0;yes;no;cellular;11;may;143;3;357;1;failure;no;1
2561;35;admin.;married;secondary;no;0.0;yes;no;cellular;20;apr;18;5;-1;0;unknown;no;1
2562;46;admin.;divorced;secondary;no;7378.0;no;no;cellular;18;nov;466;1;-1;0;unknown;no;1
2563;55;admin.;married;secondary;no;865.0;yes;no;unknown;17;apr;85;1;151;1;failure;no;0
2564;50;technician;divorced;secondary;no;-701.0;yes;yes;cellular;24;jul;148;1;-1;0;unknown;no;1
2565;23;blue-collar;single;unknown;no;817.0;yes;no;cellular;18;may;123;1;-1;0;unknown;no;0
2566;34;student;married;unknown;no;1387.0;no;no;cellular;30;apr;121;1;-1;0;unknown;no;0
2567;40;blue-collar;married;secondary;no;0.0;yes;yes;unknown;29;may;245;3;-1;0;unknown;no;0
2568;61;retired;married;;no;2917.0;no;no;cellular;6;oct;215;1;-1;0;unknown;yes;0
2569;53;technician;married;;no;4541.0;yes;no;unknown;15;may;190;6;-1;0;unknown;no;1
2570;57;technician;married;secondary;no;0.0;no;no;unknown;13;may;44;1;-1;0;unknown;no;1
2571;28;blue-collar;married;secondary;no;4287.0;no;no;unknown;30;apr;171;1;-1;0;unknown;no;0
2572;25;admin.;married;secondary;no;242.0;yes;no;cellular;30;jul;62;12;-1;0;unknown;no;0
2573;38;blue-collar;married;secondary;no;171.0;yes;yes;unknown;20;may;172;1;-1;0;unknown;no;0
2574;27;services;single;secondary;no;259.0;yes;no;unknown;23;may;78;10;-1;0;unknown;no;0
2575;45;blue-collar;married;secondary;no;;yes;no;unknown;15;may;319;5;-1;0;unknown;no;0
2576;31;services;single;secondary;no;469.0;no;yes;cellular;2;feb;111;1;-1;0;unknown;no;1
2577;39;blue-collar;married;primary;no;2226.0;yes;no;unknown;6;may;158;1;-1;0;unknown;no;0
2578;42;technician;married;secondary;no;0.0;no;no;cellular;29;aug;82;12;-1;0;unknown;no;1
2579;46;management;married;tertiary;no;477.0;yes;no;unknown;20;may;128;6;-1;0;unknown;no;1
2580;36;services;married;secondary;no;42.0;yes;no;unknown;8;may;102;4;-1;0;unknown;no;0
2581;30;management;single;tertiary;no;775.0;yes;no;unknown;16;jun;124;2;-1;0;unknown;no;0
2582;32;blue-collar;married;secondary;no;;yes;no;cellular;17;apr;334;2;-1;0;unknown;no;0
2583;52;technician;married;tertiary;no;2557.0;no;no;cellular;28;jan;134;5;204;2;success;yes;0
2584;31;management;married;tertiary;no;2395.0;no;no;cellular;27;apr;218;1;-1;0;unknown;no;0
2585;60;management;married;primary;no;4895.0;no;no;unknown;9;jun;313;1;-1;0;unknown;no;1
2586;35;blue-collar;single;secondary;no;376.0;yes;yes;unknown;6;may;207;3;-1;0;unknown;no;1
2587;38;management;married;tertiary;no;389.0;yes;no;unknown;6;may;262;1;-1;0;unknown;no;0
2588;46;management;divorced;tertiary;no;134.0;no;no;cellular;19;aug;134;2;-1;0;unknown;no;1
2589;45;entrepreneur;divorced;tertiary;no;1273.0;yes;yes;unknown;11;jun;197;3;-1;0;unknown;no;0
2590;59;services;married;secondary;no;0.0;yes;no;cellular;12;may;214;3;-1;0;unknown;no;0
2591;34;management;married;tertiary;no;2892.0;yes;yes;cellular;30;jul;1165;7;-1;0;unknown;no;0
2592;33;technician;divorced;secondary;no;0.0;yes;no;cellular;7;may;177;2;-1;0;unknown;no;0
2593;46;management;single;secondary;no;295.0;yes;no;unknown;23;may;141;6;-1;0;unknown;no;0
2594;48;admin.;married;secondary;no;292.0;yes;yes;cellular;29;jul;164;6;-1;0;unknown;no;1
2595;31;services;single;secondary;no;85.0;no;no;cellular;16;jul;151;1;-1;0;unknown;no;0
2596;32;technician;married;secondary;no;4.0;no;no;cellular;4;feb;145;2;260;4;failure;no;1
2597;35;blue-collar;divorced;primary;no;-587.0;yes;no;unknown;26;may;111;1;-1;0;unknown;no;0
2598;36;blue-collar;single;;no;367.0;no;no;cellular;2;feb;217;1;221;1;failure;no;1
2599;52;management;married;;no;-1224.0;yes;no;cellular;7;may;253;4;-1;0;unknown;no;0
2600;45;management;divorced;tertiary;no;959.0;no;no;unknown;18;jun;74;1;-1;0;unknown;no;0
2601;34;management;married;tertiary;no;0.0;no;no;cellular;20;aug;263;2;-1;0;unknown;no;0
2602;25;blue-collar;married;primary;yes;-589.0;yes;no;unknown;3;jun;233;1;-1;0;unknown;no;0
2603;26;management;single;tertiary;no;-8.0;no;no;cellular;13;aug;402;2;-1;0;unknown;no;1
2604;57;management;married;unknown;no;0.0;no;no;cellular;30;sep;585;1;-1;0;unknown;no;0
2605;48;management;married;primary;no;247.0;yes;yes;unknown;14;may;145;1;-1;0;unknown;no;1
2606;48;technician;married;unknown;no;5543.0;no;no;unknown;16;jun;143;5;-1;0;unknown;no;0
2607;32;blue-collar;married;primary;no;642.0;no;yes;cellular;8;jul;524;1;-1;0;unknown;no;1
2608;58;retired;married;secondary;no;11.0;no;no;cellular;11;aug;270;1;-1;0;unknown;no;0
2609;57;management;married;primary;no;-226.0;yes;no;unknown;4;jun;272;1;-1;0;unknown;no;1
2610;31;entrepreneur;married;tertiary;no;5191.0;no;no;cellular;20;nov;187;2;-1;0;unknown;no;0
2611;33;blue-collar;single;secondary;no;-320.0;no;no;cellular;18;may;268;2;-1;0;unknown;no;1
2612;53;entrepreneur;married;tertiary;no;2289.0;yes;yes;cellular;17;nov;183;1;-1;0;unknown;no;0
2613;36;admin.;married;secondary;no;725.0;yes;no;cellular;27;feb;123;3;99;8;failure;no;0
2614;32;technician;single;tertiary;no;705.0;yes;no;cellular;20;apr;20;4;-1;0;unknown;no;0
2615;45;blue-collar;married;secondary;no;776.0;yes;no;cellular;6;feb;232;4;253;1;failure;no;0
2616;35;unemployed;married;tertiary;no;816.0;yes;no;cellular;19;nov;547;7;-1;0;unknown;no;0
2617;41;services;married;secondary;no;171.0;no;no;cellular;21;jul;71;9;-1;0;unknown;no;0
2618;54;services;married;secondary;no;812.0;no;no;cellular;31;jul;113;6;-1;0;unknown;no;0
2619;49;services;married;secondary;no;823.0;no;no;cellular;8;aug;780;4;-1;0;unknown;yes;0
2620;28;technician;single;secondary;no;1453.0;yes;no;;12;may;246;1;343;1;unknown;no;0
2621;24;blue-collar;single;unknown;no;431.0;yes;no;unknown;3;jun;108;12;-1;0;unknown;no;0
2622;30;admin.;single;secondary;no;;yes;no;cellular;29;jan;253;1;-1;0;unknown;no;0
2623;32;self-employed;married;primary;no;286.0;yes;no;cellular;6;aug;175;1;-1;0;unknown;no;0
2624;53;entrepreneur;married;tertiary;no;22370.0;yes;no;unknown;15;may;106;1;-1;0;unknown;no;0
2625;42;blue-collar;married;;no;2111.0;yes;no;cellular;7;may;86;2;-1;0;unknown;no;0
2626;48;blue-collar;married;primary;no;;yes;no;unknown;21;may;248;3;-1;0;unknown;no;0
2627;33;technician;married;secondary;no;181.0;yes;yes;telephone;28;jul;265;2;-1;0;unknown;no;0
2628;31;blue-collar;divorced;secondary;no;-452.0;yes;no;unknown;26;may;182;5;-1;0;unknown;no;0
2629;56;unemployed;divorced;primary;no;1770.0;no;no;cellular;5;feb;916;3;-1;0;unknown;no;0
2630;58;retired;married;primary;no;0.0;no;no;cellular;4;aug;506;1;-1;0;unknown;no;0
2631;37;admin.;single;secondary;no;-296.0;yes;no;;20;apr;81;1;-1;0;unknown;no;1
2632;59;management;married;primary;no;2358.0;yes;no;cellular;17;apr;30;1;-1;0;unknown;no;0
2633;50;management;single;tertiary;no;1200.0;no;no;cellular;14;aug;904;3;-1;0;unknown;yes;1
2634;39;housemaid;single;primary;no;109.0;yes;no;unknown;6;may;699;3;-1;0;unknown;no;0
2635;30;technician;married;secondary;no;616.0;yes;no;unknown;6;may;19;1;-1;0;unknown;no;0
2636;47;services;divorced;secondary;no;4906.0;yes;no;unknown;14;may;389;1;-1;0;unknown;no;0
2637;44;self-employed;married;secondary;no;313.0;no;no;cellular;6;aug;211;4;-1;0;unknown;no;0
2638;38;blue-collar;married;primary;no;290.0;yes;no;cellular;16;apr;283;1;-1;0;unknown;no;0
2639;50;management;married;tertiary;no;1240.0;no;no;cellular;12;aug;474;2;-1;0;unknown;no;1
2640;27;admin.;single;tertiary;no;3672.0;yes;no;cellular;15;may;157;2;351;5;failure;no;1
2641;73;retired;married;secondary;no;19.0;no;no;cellular;5;nov;509;2;-1;0;unknown;no;0
2642;46;blue-collar;married;primary;no;143.0;yes;no;unknown;7;may;279;1;-1;0;unknown;no;0
2643;56;retired;divorced;secondary;no;212.0;no;yes;telephone;17;jul;27;1;-1;0;unknown;no;0
2644;36;management;married;tertiary;no;9.0;no;no;cellular;11;aug;386;4;-1;0;unknown;yes;0
2645;33;blue-collar;married;;no;3074.0;no;no;cellular;18;nov;679;1;-1;0;unknown;no;1
2646;40;management;married;tertiary;no;1734.0;yes;no;unknown;2;jun;169;1;-1;0;unknown;no;0
2647;52;management;married;tertiary;no;575.0;no;no;unknown;3;jun;315;1;-1;0;unknown;no;0
2648;51;blue-collar;married;secondary;no;397.0;yes;no;cellular;20;aug;293;2;-1;0;unknown;no;1
2649;33;blue-collar;married;secondary;no;;yes;no;cellular;3;feb;439;3;-1;0;unknown;no;0
2650;54;services;married;secondary;no;158.0;yes;no;unknown;19;may;198;1;-1;0;unknown;no;0
2651;44;management;married;secondary;no;;yes;no;unknown;15;may;770;2;-1;0;unknown;no;0
2652;50;entrepreneur;married;secondary;no;1011.0;yes;no;telephone;30;jul;340;2;-1;0;unknown;no;1
2653;45;blue-collar;single;secondary;no;0.0;yes;no;cellular;26;apr;1472;1;192;4;failure;yes;1
2654;36;management;married;tertiary;no;1133.0;yes;no;cellular;4;aug;293;1;181;2;other;yes;1
2655;42;technician;married;secondary;no;4945.0;yes;no;cellular;2;mar;311;2;-1;0;unknown;yes;1
2656;37;technician;married;secondary;no;712.0;yes;no;cellular;18;nov;291;2;-1;0;unknown;no;0
2657;28;services;single;secondary;no;-427.0;yes;yes;unknown;21;may;965;2;-1;0;unknown;no;1
2658;56;admin.;married;secondary;no;2146.0;no;yes;unknown;9;jun;594;1;-1;0;unknown;no;0
2659;59;admin.;married;secondary;no;92.0;yes;no;cellular;12;may;139;2;350;1;failure;no;0
2660;32;unemployed;married;secondary;no;10.0;yes;no;unknown;6;may;501;4;-1;0;unknown;no;1
2661;57;retired;married;primary;no;1238.0;yes;no;cellular;15;jul;274;1;-1;0;unknown;no;0
2662;49;admin.;single;secondary;no;981.0;yes;no;telephone;21;nov;10;3;-1;0;unknown;no;0
2663;56;entrepreneur;married;unknown;no;575.0;no;no;unknown;20;jun;18;2;-1;0;unknown;no;0
2664;48;admin.;divorced;unknown;no;-70.0;no;no;cellular;14;may;243;1;-1;0;unknown;no;1
2665;27;student;single;tertiary;no;3733.0;yes;no;cellular;22;may;198;1;98;6;success;yes;1
2666;31;management;single;tertiary;no;574.0;yes;no;cellular;16;jul;410;2;-1;0;unknown;no;1
2667;28;blue-collar;single;secondary;no;43.0;no;no;unknown;19;may;190;1;-1;0;unknown;no;1
2668;36;management;married;tertiary;no;428.0;no;no;unknown;28;may;121;1;-1;0;unknown;no;1
2669;58;housemaid;married;primary;no;0.0;yes;no;telephone;9;jul;148;1;-1;0;unknown;no;0
2670;46;admin.;married;secondary;no;0.0;yes;yes;cellular;20;apr;239;2;259;2;failure;no;1
2671;32;management;single;;no;474.0;yes;no;cellular;7;aug;90;3;-1;0;unknown;no;0
2672;39;services;married;secondary;no;;no;no;unknown;6;jun;29;1;-1;0;unknown;no;1
2673;35;self-employed;married;tertiary;no;560.0;yes;no;cellular;2;apr;58;1;136;1;failure;no;0
2674;31;management;married;tertiary;no;;yes;no;cellular;18;jul;1139;2;-1;0;unknown;yes;1
2675;29;management;single;tertiary;no;437.0;no;no;cellular;5;aug;504;1;92;1;success;yes;1
2676;48;blue-collar;married;primary;no;574.0;no;no;cellular;5;aug;348;1;-1;0;unknown;no;1
2677;60;retired;married;primary;no;0.0;no;no;telephone;30;jul;130;3;-1;0;unknown;no;1
2678;74;retired;married;secondary;no;935.0;no;no;cellular;26;jan;100;1;104;1;other;no;1
2679;30;services;married;secondary;no;699.0;yes;no;unknown;29;may;544;1;-1;0;unknown;no;0
2680;52;admin.;single;primary;no;0.0;no;no;unknown;19;may;182;11;-1;0;unknown;no;1
2681;24;blue-collar;married;secondary;no;-220.0;yes;no;cellular;2;apr;90;1;-1;0;unknown;no;0
2682;29;services;married;secondary;no;11417.0;yes;no;unknown;28;may;272;2;-1;0;unknown;no;0
2683;33;housemaid;married;primary;no;;yes;no;cellular;11;jul;260;2;-1;0;unknown;no;0
2684;34;blue-collar;married;secondary;no;67.0;yes;yes;unknown;8;may;672;3;-1;0;unknown;no;0
2685;45;admin.;divorced;secondary;no;0.0;no;no;cellular;29;oct;264;1;-1;0;unknown;yes;0
2686;31;blue-collar;married;secondary;no;0.0;no;yes;telephone;15;jul;275;2;-1;0;unknown;no;0
2687;45;technician;married;secondary;no;1673.0;no;no;cellular;23;oct;76;1;-1;0;unknown;no;0
2688;27;services;married;secondary;no;-1202.0;yes;no;unknown;4;jun;749;2;-1;0;unknown;no;0
2689;30;management;single;tertiary;no;4213.0;no;no;cellular;25;aug;142;4;-1;0;unknown;no;0
2690;45;blue-collar;married;primary;no;0.0;no;no;cellular;26;aug;454;2;-1;0;unknown;no;0
2691;57;blue-collar;married;secondary;no;1521.0;yes;yes;cellular;18;may;102;2;178;5;failure;no;0
2692;34;management;married;tertiary;no;1310.0;no;no;telephone;30;jan;521;3;158;7;other;no;0
2693;40;admin.;married;secondary;no;0.0;yes;yes;cellular;17;nov;57;1;-1;0;unknown;no;1
2694;39;management;married;tertiary;no;399.0;no;no;cellular;9;apr;504;1;-1;0;unknown;no;0
2695;46;technician;married;tertiary;no;405.0;no;no;cellular;11;aug;138;3;-1;0;unknown;no;1
2696;55;management;divorced;tertiary;no;9756.0;yes;no;cellular;5;jun;103;2;95;1;other;yes;1
2697;25;management;single;tertiary;no;2506.0;no;no;cellular;17;feb;485;1;-1;0;unknown;yes;1
2698;34;management;married;tertiary;no;697.0;no;no;cellular;5;aug;166;1;-1;0;unknown;no;0
2699;37;unknown;married;primary;no;403.0;yes;no;cellular;8;may;318;2;338;1;success;no;0
2700;64;retired;divorced;tertiary;no;890.0;no;no;cellular;3;jul;531;3;-1;0;unknown;no;1
2701;45;technician;divorced;secondary;no;809.0;yes;no;cellular;13;may;155;2;363;4;failure;no;1
2702;57;housemaid;married;secondary;no;158.0;yes;no;telephone;10;jul;73;1;-1;0;unknown;no;1
2703;21;student;single;unknown;no;137.0;yes;no;unknown;12;may;198;3;-1;0;unknown;no;0
2704;58;housemaid;married;secondary;no;2705.0;no;no;telephone;14;aug;137;1;-1;0;unknown;no;0
2705;41;blue-collar;single;secondary;no;75.0;yes;no;unknown;1;jul;479;9;-1;0;unknown;yes;0
2706;41;management;married;unknown;no;2457.0;yes;no;unknown;9;may;285;1;-1;0;unknown;no;1
2707;58;management;married;tertiary;no;541.0;yes;no;cellular;8;may;98;1;-1;0;unknown;no;0
2708;33;management;married;tertiary;no;287.0;yes;no;cellular;15;may;199;2;274;3;unknown;no;0
2709;32;management;married;tertiary;no;273.0;yes;yes;cellular;18;jul;97;3;-1;0;unknown;no;0
2710;44;services;divorced;secondary;no;0.0;yes;no;unknown;4;jun;389;5;-1;0;unknown;no;0
2711;47;unknown;married;unknown;no;677.0;no;no;cellular;7;aug;384;1;99;4;success;no;1
2712;41;self-employed;married;primary;no;340.0;no;no;unknown;6;jun;37;3;-1;0;unknown;no;0
2713;54;technician;married;tertiary;no;98.0;no;no;cellular;8;aug;420;4;-1;0;unknown;no;0
2714;47;technician;divorced;tertiary;no;477.0;yes;no;telephone;7;may;973;1;366;1;failure;no;0
2715;32;management;single;tertiary;no;2629.0;no;no;cellular;28;aug;77;4;-1;0;unknown;no;0
2716;59;housemaid;married;tertiary;no;0.0;no;yes;cellular;29;jul;376;2;-1;0;unknown;no;1
2717;29;technician;single;tertiary;no;2325.0;no;no;;2;feb;125;1;-1;0;unknown;yes;0
2718;48;services;married;secondary;yes;-20.0;no;no;cellular;20;aug;142;2;-1;0;unknown;no;0
2719;32;technician;single;secondary;no;230.0;yes;no;cellular;18;may;442;1;266;8;failure;yes;1
2720;46;management;divorced;secondary;no;-852.0;no;yes;cellular;29;aug;728;2;-1;0;unknown;no;1
2721;31;blue-collar;single;primary;no;-280.0;no;no;unknown;21;may;281;3;-1;0;unknown;no;1
2722;53;blue-collar;married;secondary;no;25.0;no;no;cellular;22;aug;528;2;-1;0;unknown;yes;1
2723;34;technician;single;tertiary;no;9851.0;yes;no;cellular;20;nov;128;5;-1;0;unknown;no;0
2724;48;services;single;unknown;no;5095.0;yes;no;unknown;16;jun;71;1;-1;0;unknown;no;0
2725;32;technician;married;secondary;no;687.0;no;no;cellular;20;aug;161;4;-1;0;unknown;no;0
2726;31;management;married;secondary;no;1368.0;yes;no;cellular;12;aug;129;4;-1;0;unknown;no;1
2727;27;blue-collar;single;primary;no;-179.0;yes;no;cellular;15;may;54;2;-1;0;unknown;no;0
2728;60;admin.;married;secondary;no;-396.0;yes;no;cellular;11;may;443;1;350;1;failure;no;0
2729;34;blue-collar;single;tertiary;no;1011.0;yes;no;unknown;6;may;136;1;-1;0;unknown;no;1
2730;52;self-employed;married;secondary;no;9.0;no;yes;unknown;6;jun;44;1;-1;0;unknown;no;1
2731;48;blue-collar;married;secondary;no;1159.0;yes;yes;cellular;15;may;1181;9;-1;0;unknown;no;0
2732;45;unknown;married;primary;no;-322.0;no;no;unknown;9;jun;225;2;-1;0;unknown;no;1
2733;54;technician;divorced;secondary;no;1114.0;yes;no;cellular;30;jan;81;1;-1;0;unknown;no;0
2734;52;services;married;secondary;no;2072.0;no;no;cellular;10;jul;224;1;-1;0;unknown;no;0
2735;47;entrepreneur;married;tertiary;no;459.0;yes;no;cellular;29;jul;189;4;-1;0;unknown;no;0
2736;54;unknown;married;secondary;no;1157.0;no;no;cellular;26;may;98;2;-1;0;unknown;no;1
2737;34;blue-collar;married;secondary;no;8309.0;yes;yes;cellular;19;nov;50;1;-1;0;unknown;no;1
2738;39;technician;single;tertiary;no;1043.0;no;no;;18;aug;195;10;-1;0;unknown;no;0
2739;46;technician;married;secondary;no;2098.0;no;no;cellular;7;aug;110;2;-1;0;unknown;no;1
2740;26;unemployed;single;secondary;no;461.0;no;no;unknown;28;jan;214;1;-1;0;unknown;no;1
2741;37;technician;single;;no;61.0;yes;no;unknown;19;may;182;8;-1;0;unknown;no;1
2742;47;blue-collar;married;secondary;no;1203.0;yes;no;cellular;17;apr;239;2;-1;0;unknown;no;0
2743;35;technician;married;secondary;no;1067.0;no;yes;cellular;12;aug;179;6;-1;0;unknown;no;0
2744;57;unemployed;married;primary;no;0.0;no;no;unknown;9;jun;540;1;-1;0;unknown;no;1
2745;34;management;married;tertiary;no;1657.0;yes;no;unknown;18;may;566;2;356;4;failure;no;0
2746;47;technician;married;secondary;no;1219.0;no;no;cellular;18;aug;697;4;-1;0;unknown;yes;1
2747;27;technician;married;secondary;no;7.0;yes;no;unknown;15;may;98;2;-1;0;unknown;no;1
2748;40;blue-collar;married;secondary;no;-839.0;yes;yes;cellular;16;jul;1018;2;-1;0;unknown;yes;0
2749;39;technician;married;secondary;no;994.0;no;no;cellular;5;feb;221;1;241;1;failure;no;0
2750;36;entrepreneur;married;tertiary;no;6.0;no;no;telephone;30;oct;246;1;-1;0;unknown;no;1
2751;42;technician;single;secondary;no;0.0;no;no;cellular;21;aug;656;2;-1;0;unknown;no;0
2752;23;blue-collar;single;primary;no;8627.0;yes;no;unknown;3;jun;281;1;-1;0;unknown;no;1
2753;34;management;married;tertiary;no;133.0;yes;no;unknown;8;may;65;1;-1;0;unknown;no;0
2754;34;blue-collar;married;secondary;no;247.0;yes;yes;unknown;26;may;193;5;-1;0;unknown;no;0
2755;49;services;married;secondary;no;1114.0;no;no;cellular;17;nov;283;1;-1;0;unknown;no;0
2756;57;blue-collar;married;primary;no;1592.0;no;yes;unknown;20;jun;78;4;-1;0;unknown;no;0
2757;59;retired;married;unknown;no;0.0;no;no;unknown;8;may;425;6;-1;0;unknown;no;0
2758;57;admin.;married;tertiary;no;46.0;no;no;cellular;7;aug;238;2;-1;0;unknown;no;0
